"gen_model","fit_model","K","difficulty","rep","ari","vi","elpd_loo","p_loo","looic","pareto_k_max","mae_eta","bias_eta","cov_eta","mae_psi","bias_psi","cov_psi","mae_kappa","bias_kappa","cov_kappa","ess_eta","ac_eta","ess_psi","ac_psi","ess_kappa","ac_kappa","trip_wst_model","trip_wst_model_se","trip_sst_model","trip_sst_model_se","trip_wst_data","trip_wst_data_se","trip_sst_data","trip_sst_data_se","wst_is_dag","sst_violation_rate_best","logloss_dir","brier_dir","pareto_k_share","time_sec"
"WST","WST",4,"easy",2,1,0,-7974.52824749371,105.354156739029,15949.0564949874,1.80461989714061,0.0872157000890689,-4.4380630084568e-18,0.97,1.13839720946726,0.104150811130984,0.166666666666667,0.301262169033762,0.00396432234536231,0.375,3985.50006795285,0.208005699274889,929.926119124208,0.193914661136292,4024.57977143122,0.195987145121841,1,0,0.5,0.25,1,0,0,0,TRUE,0.166666666666667,0.616615314552261,0.211133627026605,0.00121212121212121,414.242999999999
"WST","SST",4,"easy",2,0.665856622114216,0.5,-7692.44571464205,103.069813775373,15384.8914292841,0.472246796708635,0.0935591509176546,0,0.92,NA,NA,NA,0.179000510421487,0.0603714169544606,0.6875,4013.79520581914,0.193184947158584,2509.20334923994,0.243262405383946,4058.39706251409,0.189846245662281,1,0,1,0,1,0,0,0,TRUE,0.166666666666667,0.479433877927616,0.155906572365088,0,334.699
"WST","DC-SBM",4,"easy",2,1,0,-7531.80963787553,199.883729466653,15063.6192757511,1.29224526442417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,TRUE,0.166666666666667,0.444652237203745,0.149099249220278,0.000808080808080808,278.642999999999
"WST","WST",5,"easy",2,1,0,-8701.86252620879,118.011189449469,17403.7250524176,1.13044496601172,0.0726651005245622,-4.21905078148294e-17,0.95,0.631927827518663,0.102695637958701,0.3,0.236934442314898,-0.0121837165088127,0.6,3948.79057845003,0.209964538236146,936.977762030747,0.195348691276314,3796.44257762067,0.220377704744315,1,0,0.5,0.158113883008419,1,0,0.2,0.126491106406735,TRUE,0.2,0.577044919012681,0.201830892117547,0.00121212121212121,458.110000000001
"WST","SST",5,"easy",2,0.744212484497726,0.4,-8252.79560201397,119.182374139086,16505.5912040279,2.54154622387922,0.0915953715965279,-4.88536077911106e-17,0.9,NA,NA,NA,0.337792727946917,0.0194844380846198,0.48,4009.88301531823,0.192631857762297,1558.55569189997,0.301896719467932,3864.35197314355,0.207553603645692,1,0,1,0,1,0,0.1,0.0948683298050514,TRUE,0.2,0.46679845478826,0.151995184048311,0.00909090909090909,366.407999999999
"WST","DC-SBM",5,"easy",2,1,0,-8150.80220731493,219.989728054068,16301.6044146299,0.972948921953001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,0.126491106406735,TRUE,0.2,0.423801736443387,0.141161351671936,0.00242424242424242,343.873
"WST","WST",6,"easy",2,0.951602672607968,0.181072638213004,-8845.35153905844,152.575371052302,17690.7030781169,1.34554298239535,0.0952554954115804,2.1098845327111e-17,0.9,0.580124170258621,-0.280648699018783,0.733333333333333,0.280632320705245,-0.00515687574608321,0.555555555555556,3398.38767165997,0.198751493009687,522.588805162741,0.218022320770977,913.044569343251,0.223927038078619,1,0,0.5,0.111803398874989,1,0,0.2,0.0894427190999916,TRUE,0.3,0.584756807026408,0.204999426993004,0.00282828282828283,496.318000000001
"WST","SST",6,"easy",2,0.757937854895035,0.669781376375732,-8370.78901101319,111.853528637486,16741.5780220264,1.63149654574408,0.131497603693803,1.99838789179813e-17,0.75,NA,NA,NA,0.217861103708995,-0.0153223856334753,0.694444444444444,4010.58943728561,0.200936867266107,2341.32161656922,0.264039034428078,4041.837901607,0.191477442242908,1,0,1,0,1,0,0.25,0.0968245836551854,TRUE,0.133333333333333,0.473248896488913,0.151962897400073,0.0137373737373737,384.696
"WST","DC-SBM",6,"easy",2,0.647056241171564,0.741309202832799,-8353.5388244822,248.564034377795,16707.0776489644,1.24149157620284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.25,0.0968245836551854,TRUE,0.2,0.442872270617795,0.144162214585008,0.000404040404040404,408.183000000001
"SST","WST",4,"easy",2,0.947259772258107,0.203400375691024,-8921.95351546804,120.410301491282,17843.9070309361,1.48434105306476,0.0766983148342919,9.99058420627502e-18,0.95,NA,NA,NA,0.024596259310708,-0.0113747570246492,0.9375,3858.3227847041,0.20218045446322,1016.0368792925,NA,3546.47991620589,0.210917184194296,1,0,1,0,1,0,1,0,TRUE,0,0.629139779973664,0.221484861196868,0.00727272727272727,419.192000000001
"SST","SST",4,"easy",2,0.947259772258107,0.203400375691024,-8541.92993786345,127.022902451884,17083.8598757269,2.40284525594827,0.0773561203276106,6.65625595006741e-18,0.95,0.130633090047289,0.0233853245210836,1,0.0244945516075354,-0.0118878230144618,0.9375,3880.36139518098,0.210564216274909,1727.98999334844,0.281905882637365,3578.15186341709,0.197953062066554,1,0,1,0,1,0,1,0,TRUE,0,0.527474689656066,0.177422484016191,0.0185858585858586,349.166999999999
"SST","DC-SBM",4,"easy",2,1,2,-81702774.8030473,81694405.26395,163405549.606095,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.693147180559945,0.25,0.99959595959596,280.758000000002
"SST","WST",5,"easy",2,0.969704483359829,0.515280431229258,-9412.36052899123,122.742788046883,18824.7210579825,3.17232484831495,0.0799970615839629,3.9970061765579e-17,0.96,NA,NA,NA,0.156387548271217,-0.0312015859264075,0.8,3991.398735694,0.1944998750895,2350.07884404621,0.199799124781195,3901.76322908911,0.197245205358339,1,0,0.4,0.154919333848297,1,0,0.4,0.154919333848297,TRUE,0.0666666666666667,0.626461748513906,0.220210898919479,0.00646464646464646,455.737000000001
"SST","SST",5,"easy",2,0.949238111515757,0.230560862458516,-8902.80670209179,129.512699215248,17805.6134041836,1.79759574689365,0.0749024493047176,4.32977662241391e-17,0.95,0.0410322358103866,0.0245301653958857,1,0.0288208685321161,-0.0045443195750123,1,4002.20561499306,0.198041889547381,1625.3701535953,0.2619900076684,3994.81627225275,0.207338686304874,1,0,1,0,1,0,1,0,TRUE,0,0.511682197208463,0.170829769982539,0.00888888888888889,374.865000000002
"SST","DC-SBM",5,"easy",2,0.924009525871401,0.307112141056688,-8970.605514874,260.140239477531,17941.211029748,1.46401216660044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.519814167578554,0.174010634662576,0.0096969696969697,343.362999999999
"SST","WST",6,"easy",2,0.728482137897325,0.860090387781349,-9277.55992935061,149.953827214639,18555.1198587012,1.59650826437428,0.0835406012295821,2.55366881070015e-17,0.88,NA,NA,NA,0.213297406751491,0.0133362972310876,0.583333333333333,3800.57187814187,0.19537378219817,924.630604676079,NA,2806.49574594983,0.210730294005197,1,0,0.95,0.0487339717240448,1,0,0.85,0.0798435971133566,TRUE,0.05,0.625081358485602,0.220391862205051,0.0143434343434343,496.591999999999
"SST","SST",6,"easy",2,0.950090256126967,0.221072638213004,-8804.30282466045,156.709665804739,17608.6056493209,1.70385870131599,0.0730642548899375,1.55411064063377e-17,0.94,0.161298737180549,0.161298737180549,0.8,0.0646147178550375,0.0252463852837212,0.861111111111111,3852.50760547516,0.206748954987741,1338.73357521283,0.292802840247328,3207.4784218251,0.204406825273804,1,0,1,0,1,0,1,0,TRUE,0,0.500485440926915,0.165434798302901,0.0226262626262626,393.169
"SST","DC-SBM",6,"easy",2,0.626307226650484,1.51911702463077,-103558836.846209,103550168.330816,207117673.692418,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.55,0.111242977306435,TRUE,0.05,0.539191345973218,0.181520061543301,1,409.321
"WST","WST",4,"easy",3,0.97305763367046,0.121723326543606,-9298.57439453336,115.74050153385,18597.1487890667,0.972949489322042,0.0948015105791533,4.88542854174684e-17,0.89,0.998049795482907,-0.0190554001881163,0.166666666666667,0.219253990255812,0.0030979572531222,0.375,3962.29637377588,0.191789036581667,863.557744210775,0.19977220913546,3839.11730407843,0.19020834822057,1,0,0.5,0.25,1,0,0,0,TRUE,0.166666666666667,0.610994492314979,0.210158397352257,0.000202020202020202,418.022000000001
"WST","SST",4,"easy",3,0.665856622114216,0.5,-8738.48638226718,106.296233163746,17476.9727645344,0.340125743493369,0.111121002256085,4.88545564680115e-17,0.81,NA,NA,NA,0.147151628760648,-0.0147470397867286,0.6875,4002.1898760476,0.196006985820212,2829.02091382748,0.262669588910175,3988.7433695506,0.210605849826431,1,0,1,0,1,0,0,0,TRUE,0.166666666666667,0.458547857425818,0.148258311656501,0,326.963
"WST","DC-SBM",4,"easy",3,0.97305763367046,0.121723326543606,-8645.56479221232,222.462544311171,17291.1295844246,0.810061110990529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,TRUE,0.166666666666667,0.432633466223536,0.14368265478565,0.000404040404040404,278.609999999999
"WST","WST",5,"easy",3,1,0,-8508.69481374633,125.815147821887,17017.3896274927,0.995029339304888,0.0765974760950276,-7.77162893501188e-18,0.96,0.778537039828384,0.129656207984234,0.2,0.231502967346642,0.00445452268737348,0.56,4016.90889440701,0.201531715280307,938.282800221629,NA,3999.06498092975,0.194340619668586,1,0,0.5,0.158113883008419,1,0,0.2,0.126491106406735,TRUE,0.2,0.591477313979482,0.204809516995623,0.00161616161616162,462.232
"WST","SST",5,"easy",3,0.744212484497726,0.4,-8080.34983503642,130.159394945086,16160.6996700728,2.31919818851931,0.076444052941876,-9.9923799161232e-18,0.97,NA,NA,NA,0.258712909739262,0.0394680284904448,0.52,3923.04356288089,0.197623827161267,1840.77818653744,0.278879457016038,3909.18014201936,0.207633088268991,1,0,1,0,1,0,0,0,TRUE,0.133333333333333,0.517361044883469,0.165676302774624,0.0246464646464646,378.273000000001
"WST","DC-SBM",5,"easy",3,0.950579333175692,0.190488455840589,-7943.42744307209,233.799834676217,15886.8548861442,2.06727886640012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,0.126491106406735,TRUE,0.2,0.422298013368713,0.139947767732559,0.00505050505050505,343.135000000002
"WST","WST",6,"easy",3,0.753364388701427,0.460380372918181,-9329.0002063401,114.07538236806,18658.0004126802,1.28812738889403,0.0694825652415268,0,1,2.11825580087769,-0.574471556861882,0.0666666666666667,0.235033680932596,-0.0457722229472781,0.583333333333333,3985.94892964509,0.201499358867809,863.024972304332,NA,2718.7992050184,0.431614084148134,1,0,0.2,0.0894427190999916,1,0,0.1,0.0670820393249937,TRUE,0.216666666666667,0.57454574170493,0.200090745737902,0.00222222222222222,498.358
"WST","SST",6,"easy",3,0.593277708883076,0.933851416480671,-8852.88222843112,122.406573763825,17705.7644568622,2.15155827611458,0.078243419355496,9.99092301945392e-18,0.93,NA,NA,NA,0.125292532938027,-0.103444185745405,0.944444444444444,3973.63185520476,0.198034956495252,2462.15153415006,0.258227082816996,3378.92090887186,0.208098297029895,1,0,1,0,1,0,0.25,0.0968245836551854,TRUE,0.183333333333333,0.471781723703274,0.152001833863134,0.0135353535353535,395.117000000002
"WST","DC-SBM",6,"easy",3,0.787707058148573,0.34,-8709.98484106442,214.539289736378,17419.9696821288,1.437631404203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,0.0670820393249937,TRUE,0.216666666666667,0.424583341754844,0.137734643345159,0.00222222222222222,407.100999999999
"SST","WST",4,"easy",3,1,0,-8803.43498588659,115.245681113572,17606.8699717732,2.03780878191524,0.0732583973546949,3.6636478898365e-17,0.96,NA,NA,NA,0.0337178442041992,-0.0249663757435013,0.875,3999.82038176234,0.196911971976969,1210.6871514602,NA,4037.67198525057,0.186018267766548,1,0,1,0,1,0,1,0,TRUE,0,0.636145653344554,0.224637277893326,0.00343434343434343,432.907
"SST","SST",4,"easy",3,1,0,-8506.99674315466,116.850745876639,17013.9934863093,2.44350272760729,0.0728359038836921,4.55194828228103e-17,0.95,0.148441881048306,-0.0946642664672789,1,0.0332695551926584,-0.0247135460520496,0.875,4024.86723618436,0.196865304394279,2343.08471030062,0.260715530401996,3888.11296442884,0.199911717260465,1,0,1,0,1,0,1,0,TRUE,0,0.545961419356967,0.184844592475824,0.0101010101010101,364.612
"SST","DC-SBM",4,"easy",3,0.945596243193286,0.244001672681663,-8571.0131932624,226.692347206734,17142.0263865248,1.08772547523167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,TRUE,0,0.547425963378791,0.185549727931594,0.00363636363636364,282.052
"SST","WST",5,"easy",3,0.9505,0.229117565692765,-8496.66394476407,143.657577265013,16993.3278895281,1.10222956942924,0.0832577738003048,4.21951156740624e-17,0.95,NA,NA,NA,0.054659034042861,-0.0313054458006071,0.88,3915.76324234359,0.203875233186455,1052.81323145661,NA,3350.6925904792,0.212573911535211,1,0,1,0,1,0,1,0,TRUE,0,0.634535577449668,0.223556655449302,0.00464646464646465,475.614
"SST","SST",5,"easy",3,0.9505,0.229117565692765,-8153.59581548141,142.024550963176,16307.1916309628,1.43510930340363,0.0819767660632069,3.77493446657856e-17,0.95,0.0878349969872186,-0.0437811669538502,1,0.0496060914981919,-0.0292094890812111,0.88,3931.36294655436,0.206172021080204,1479.87047623134,0.331948213779034,3631.51189501267,0.205359319898614,1,0,1,0,1,0,1,0,TRUE,0,0.533239064634405,0.179666615187611,0.00929292929292929,388.119
"SST","DC-SBM",5,"easy",3,0.61547424842694,1.35097750043269,-118951945.251278,118943892.839495,237903890.502557,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.7,0.144913767461894,TRUE,0,0.576123123359147,0.196962261276554,1,345.665
"SST","WST",6,"easy",3,0.682702561995475,1.06555601220564,-8442.9879778055,180.799380418939,16885.975955611,1.7025658683051,0.1014058102401,-3.44133901063193e-17,0.92,NA,NA,NA,0.256639455116913,0.035420946579114,0.777777777777778,2808.38501941362,0.247418988485321,1125.97190447394,0.335788378678673,1372.05639445805,0.86657160419702,1,0,0.45,0.111242977306435,1,0,0.4,0.109544511501033,TRUE,0.0666666666666667,0.636204511900854,0.224386494344907,0.00727272727272727,488.743
"SST","SST",6,"easy",3,0.771153127878075,0.490839905091657,-8055.56862244407,169.273893549633,16111.1372448881,2.13175499229561,0.0974988177083815,-2.99739887858058e-17,0.92,0.345621284576715,0.345621284576715,0.4,0.222249691607399,0.0227701306356667,0.611111111111111,3707.56178731991,0.209372042738733,1724.35558342481,0.321576030247369,3047.07735885334,0.215537339160309,1,0,1,0,1,0,0.5,0.111803398874989,TRUE,0.0666666666666667,0.530998937355527,0.177681556566229,0.0311111111111111,391.953
"SST","DC-SBM",6,"easy",3,0.614941108640145,1.51384505805849,-8103.22946490754,292.347962177475,16206.4589298151,0.895010866372604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.4,0.109544511501033,TRUE,0.0666666666666667,0.554740462290137,0.187526009457864,0.00121212121212121,402.05
"WST","WST",4,"easy",4,0.665856622114216,0.5,-8743.12898287383,110.722125541025,17486.2579657477,0.853007405789716,0.155160374453585,-1.88765019240589e-17,0.65,1.39467737617371,-0.264660178267082,0.333333333333333,0.419134416497537,0.0633447977422647,0.4375,3965.08595227127,0.202000122287226,800.017583910958,NA,2985.30383362022,0.297111024591768,1,0,0.25,0.21650635094611,1,0,0,0,TRUE,0.166666666666667,0.587506298368586,0.205755102738882,0.000202020202020202,406.626
"WST","SST",4,"easy",4,0.665856622114216,0.5,-8315.00175932781,109.778462639266,16630.0035186556,0.59917069685247,0.155170165723012,-1.99853696959684e-17,0.64,NA,NA,NA,0.213280437199233,0.0626736371310053,0.6875,3995.84397792118,0.206066832227382,3292.75373124993,0.226668643373969,4040.3001451712,0.189868423326289,1,0,1,0,1,0,0,0,TRUE,0.166666666666667,0.47097738962685,0.152178750259845,0,337.275
"WST","DC-SBM",4,"easy",4,1,0,-8084.0365092389,205.137187205838,16168.0730184778,0.509822272340673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,TRUE,0.166666666666667,0.437148620498756,0.145628312035035,0,276.072
"WST","WST",5,"easy",4,1,0,-8998.61083552743,130.127325813384,17997.2216710549,0.838479772567294,0.084738539710328,0,0.94,0.548895437560332,-0.13114601014994,0.3,0.278469034923832,-0.00336718021321642,0.4,4010.32195036794,0.203989520810298,988.89838434963,0.19847311426286,3878.81498671029,0.190195492815669,1,0,0.5,0.158113883008419,1,0,0.2,0.126491106406735,TRUE,0.2,0.57640173044103,0.199678384685177,0.000808080808080808,455.320000000001
"WST","SST",5,"easy",4,0.705281520865388,0.619654232900164,-8496.19302264147,128.807404731307,16992.3860452829,3.19914055958986,0.0910029330387609,-6.6573401522399e-18,0.89,NA,NA,NA,0.163587610664448,-0.0120092737788073,0.48,3994.48041212732,0.197649386194854,1617.40982154433,0.290528695593877,3979.21871147168,0.189769660853252,1,0,1,0,1,0,0.1,0.0948683298050514,TRUE,0.2,0.466347486939777,0.150533471761477,0.0185858585858586,364.429
"WST","DC-SBM",5,"easy",4,0.9505,0.229117565692765,-8408.34583231636,237.162259666094,16816.6916646327,1.04295386477842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,0.126491106406735,TRUE,0.2,0.427838558557245,0.140320300223425,0.00101010101010101,340.608
"WST","WST",6,"easy",4,0.787707058148573,0.34,-8852.56208827383,114.184510567165,17705.1241765477,0.984387289912985,0.073594187326028,-4.32968006065793e-17,0.97,1.96226803828804,-0.49603231569606,0.133333333333333,0.284082861105294,-0.0392602092348864,0.583333333333333,3997.4289808994,0.201457212784809,1774.67828540796,NA,3940.78921100327,0.19799045225997,1,0,0.2,0.0894427190999916,1,0,0.1,0.0670820393249937,TRUE,0.216666666666667,0.626531052313241,0.215684110202353,0.000404040404040404,490.697
"WST","SST",6,"easy",4,0.719359690883409,0.790161749293912,-8386.57393862391,122.781706956241,16773.1478772478,3.04066400610777,0.0749901578309086,-4.44108183388081e-17,0.95,NA,NA,NA,0.179158791814573,-0.0321783234106769,0.833333333333333,4007.62306411171,0.203410731260197,2354.12127032664,0.256756720512764,4015.22782728687,0.203988112523038,1,0,1,0,1,0,0.25,0.0968245836551854,TRUE,0.133333333333333,0.479159954579596,0.155016709812331,0.0094949494949495,381.184
"WST","DC-SBM",6,"easy",4,0.787707058148573,0.34,-8280.06647714737,235.038107664227,16560.1329542947,1.12683555865009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,0.0670820393249937,TRUE,0.216666666666667,0.429474764181541,0.140551795968643,0.00262626262626263,404.187
"SST","WST",4,"easy",4,0.97305763367046,0.121723326543606,-9057.23226201562,123.597032902808,18114.4645240312,1.94887074542964,0.0742887475769652,5.7729496638799e-17,0.97,NA,NA,NA,0.0448857071328268,0.0114820565507755,0.875,3916.68976184343,0.234331457732829,1107.18240346979,NA,3747.42048282158,0.204154070331296,1,0,1,0,1,0,1,0,TRUE,0,0.624918212992616,0.220345347185398,0.0107070707070707,424.645
