"gen_model","fit_model","K_target","K_true","K_hat","K_p.mean","K_ci_lo","K_ci_hi","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","hyper_source","mu0","sigma0","tau0","a_kappa_prior","b_kappa_prior","a_eta_prior","b_eta_prior","gamma_gn_prior","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","delta_looic_best","delta_looic_best_se","delta_looic_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","looic_wst_minus_sst","looic_wst_minus_sst_se","looic_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","looic_wst_minus_dc","looic_wst_minus_dc_se","looic_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","looic_sst_minus_dc","looic_sst_minus_dc_se","looic_sst_minus_dc_z","rep_id","kappa_sd","density","eta_mean","eta_sd","eta_mode"
"DC-SBM","WST",NA,3,2,3.969,2,7,"misspecified",1.6,0.16,0.7,0.04,3,19,"8;4;48",1.6,0.510501114113687,0.873706038695628,-2155.93267091441,45.911122540888,96.4869389088835,5.72151350480784,4311.86534182882,91.822245081776,0.0112994350282486,20,0.923240118830333,0.235014665290756,1770,159.813,1007,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32500229796358,0.184963768115942,0.442462243797195,109.784473953013,309.660878447395,114,0.782051282051282,61,2,"SST",-0.352100999953109,0.910458804993697,0.386729194140251,0.704201999906218,1.82091760998739,0.386729194140251,-0.352100999953109,0.910458804993697,0.386729194140251,0.704201999906218,1.82091760998739,0.386729194140251,0.102560494295176,3.797942263891,0.0270042268073087,-0.205120988590352,7.59588452778199,0.0270042268073087,0.454661494248285,4.12469634023545,0.110229082760146,-0.909322988496569,8.2493926804709,0.110229082760146,2,0.4,"moderate",1,0.1,"GAMMA"
"DC-SBM","SST",NA,3,2,3.601,1,6,"misspecified",1.6,0.16,0.7,0.04,3,19,"8;4;48",1.6,0.510501114113687,0.873706038695628,-2155.58056991446,45.9826580368353,92.7720371177744,5.5845694118471,4311.16113982891,91.9653160736705,0.00564971751412429,10,0.994554118241157,0.171200945955955,1770,399.267,1008,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295311169041023,0.142857142857143,0.411160433359903,91.0506329113924,276.556962025316,130,0.782051282051282,61,1,"SST",0,0,NA,0,0,NA,-0.352100999953109,0.910458804993697,0.386729194140251,0.704201999906218,1.82091760998739,0.386729194140251,0.102560494295176,3.797942263891,0.0270042268073087,-0.205120988590352,7.59588452778199,0.0270042268073087,0.454661494248285,4.12469634023545,0.110229082760146,-0.909322988496569,8.2493926804709,0.110229082760146,2,0.4,"moderate",1,0.1,"GAMMA"
"DC-SBM","DC-SBM",NA,3,1,1,1,1,"misspecified",1.6,0.16,0.7,0.04,3,19,"8;4;48",1.6,1,0.90558726169826,-2156.0352314087,45.6703457847995,53.315730689084,2.43736001462102,4312.07046281741,91.340691569599,0,0,0.492487291818873,0.0651451831096032,1770,19.9689999999999,1009,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,3,"SST",-0.454661494248285,4.12469634023545,0.110229082760146,0.909322988496569,8.2493926804709,0.110229082760146,-0.352100999953109,0.910458804993697,0.386729194140251,0.704201999906218,1.82091760998739,0.386729194140251,0.102560494295176,3.797942263891,0.0270042268073087,-0.205120988590352,7.59588452778199,0.0270042268073087,0.454661494248285,4.12469634023545,0.110229082760146,-0.909322988496569,8.2493926804709,0.110229082760146,2,0.4,"moderate",1,0.1,"GAMMA"
"SST","WST",NA,6,3,4.086,3,6,"hard",1.4,0.2025,0.45,0.0144,3,136,"6;8;7;11;7;21",1.4,0.435887360838245,1.3815793605729,-3682.20952973391,43.9422167616507,128.468747047824,4.45354751329244,7364.41905946783,87.8844335233015,0.0112994350282486,20,1.3974428694762,0.172928940116815,1770,220.341,1008,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.965686274509804,0,1,204.000000000001,0.0127762660450959,0.715686274509804,0,1,204,0.0316600967939981,0.742226665382803,0.717376519995413,0.766774191082655,235.922517087689,0.000868085161679351,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.581120943952802,0,1,273.104988216076,0.0298988352258898,0.430678466076696,0,1,313.882814179312,0.0279906584117459,1,1,0.601769911504425,1,1,0.601769911504425,1,1,1,0,0,0,0.996865096124283,0.983978893009899,0.99999710825546,0.0510989139278709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250402971032728,0.236804204698489,0.271419388175749,432.412,1723.89,339,0.757894736842105,1224,3,"DC-SBM",-2.23328425818727,1.98005228401102,1.12789155933967,4.46656851637454,3.96010456802204,1.12789155933967,-1.87047090110491,1.83203692648681,1.0209788209301,3.74094180220982,3.66407385297363,1.0209788209301,-2.23328425818727,1.98005228401102,1.12789155933967,4.46656851637454,3.96010456802204,1.12789155933967,-0.362813357082359,2.85993873543454,0.126860534663598,0.725626714164719,5.71987747086908,0.126860534663598,2,0.45,"moderate",1,0.1,"GAMMA"
"SST","SST",NA,6,3,3.856,3,5,"hard",1.4,0.2025,0.45,0.0144,3,136,"6;8;7;11;7;21",1.4,0.435887360838245,1.3815793605729,-3680.33905883281,43.8816282681663,124.309188759176,4.28745631132109,7360.67811766562,87.7632565363326,0.0220338983050847,39,1.27125373046868,0.149152458251557,1770,920.411,1009,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.989247311827957,1,1,91.8574827154693,0.0107900710187662,0.623655913978495,0,1,147.721540420622,0.0399681240316098,0.745317404614277,0.714945324199325,0.771207394555013,200.282224951602,0.000998519296572072,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.521246458923513,0,1,353.000000000001,0.0266260183321696,0.328611898016997,0,1,353.000000000001,0.0250355496391599,1,1,0.526912181303116,1,1,0.526912181303116,1,1,1,0,0,0,0.9960052638628,0.980509964394735,0.999988105730732,0.0598242954831076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248898876792947,0.237276175969821,0.264115687532622,428.558,1719.681,353,0.757894736842105,1224,2,"DC-SBM",-0.362813357082359,2.85993873543454,0.126860534663598,0.725626714164719,5.71987747086908,0.126860534663598,-1.87047090110491,1.83203692648681,1.0209788209301,3.74094180220982,3.66407385297363,1.0209788209301,-2.23328425818727,1.98005228401102,1.12789155933967,4.46656851637454,3.96010456802204,1.12789155933967,-0.362813357082359,2.85993873543454,0.126860534663598,0.725626714164719,5.71987747086908,0.126860534663598,2,0.45,"moderate",1,0.1,"GAMMA"
"SST","DC-SBM",NA,6,3,3,3,3,"hard",1.4,0.2025,0.45,0.0144,3,136,"6;8;7;11;7;21",1.4,0.444227895796791,1.57780668954606,-3679.97624547573,43.9154782827911,105.414677308602,3.73168218046457,7359.95249095145,87.8309565655822,0.0192090395480226,34,1.30110507808988,0.12337167765321,1770,39.9259999999999,1010,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.976470588235294,1,1,378.88801482652,0.00779481624072882,0.649019607843137,0,1,510,0.0211549228145448,0.742531129187739,0.710870725163112,0.769122574418552,442.901383168123,0.000708879113836951,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.498,0,1,999.999999999995,0.0158191733743027,0.331,0,1,999.999999999982,0.0148882725882039,1,1,0.51,1,1,0.51,1,1,1,0,0,0,0.997103302113464,0.985356556348561,0.999997105583195,0.0466920259804389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240954529071068,0.235542114381089,0.247852892146188,393.937,1634.892,1000,0.761496014714899,1242,1,"DC-SBM",0,0,NA,0,0,NA,-1.87047090110491,1.83203692648681,1.0209788209301,3.74094180220982,3.66407385297363,1.0209788209301,-2.23328425818727,1.98005228401102,1.12789155933967,4.46656851637454,3.96010456802204,1.12789155933967,-0.362813357082359,2.85993873543454,0.126860534663598,0.725626714164719,5.71987747086908,0.126860534663598,2,0.45,"moderate",1,0.1,"GAMMA"
"SST","WST",NA,6,6,6.031,6,7,"easy",4,1,0.7,0.0225,3,14,"14;9;8;10;16;3",4,1,0,-5416.95116681484,47.2255434356876,92.5017156573554,3.57460674196159,10833.9023336297,94.4510868713751,0.00451977401129944,8,1.75513150756474,0.101612631284769,1770,443.759,1009,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.988815789473684,0.9375,1,873.847726045136,0.000823048621508469,1,1,1,0,NA,1,1,1,0,NA,0.997821350762527,0.944444444444444,1,112.478960360228,0.00101732313226055,0.530202053120417,0.5,0.625,203.829975723498,0.00166848059658474,0.771208046258638,0.758609554476845,0.784002114057311,791.874753786865,0.000229730784921143,0.995046439628483,1,1,120.233045737421,0.00283622074464282,0.98390092879257,0.85,1,230.266649353306,0.00255830776287045,1,1,1,0,NA,1,1,1,0,NA,0.938957688338493,0.8,0.95,196.198661885568,0.00264316799893621,0.498194014447884,0.45,0.5,123.711858624319,0.00091078882976794,19.9009287925697,20,18.8183694530444,0.995046439628483,1,0.940918472652219,1,1,1,0,0,0,0.987463961075178,0.968443098504489,0.99616034434854,0.339937770007852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221273110647096,0.220430107526882,0.224663097655529,1198.915,5418.235,969,0.508399483108732,2754,3,"SST",-4.77560879164048,3.7563411521249,1.27134586509508,9.55121758328096,7.51268230424981,1.27134586509508,-4.77560879164048,3.7563411521249,1.27134586509508,9.55121758328096,7.51268230424981,1.27134586509508,-1.0731062413679,1.37233718397438,0.781955232212036,2.14621248273579,2.74467436794875,0.781955232212036,3.70250255027258,4.02836147322885,0.9191088175374,-7.40500510054517,8.05672294645769,0.9191088175374,2,1,"dense",1,0.1,"GAMMA"
"SST","SST",NA,6,6,6,6,6,"easy",4,1,0.7,0.0225,3,14,"14;9;8;10;16;3",4,1,0,-5412.1755580232,47.4243890910101,80.3581484635935,3.19619142327469,10824.3511160464,94.8487781820202,0.00621468926553672,11,1.74510409447231,0.105611072863235,1770,1431.854,1010,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998833333333333,1,1,185.540257086149,0.000585095377534164,0.52916447368421,0.526315789473684,0.625,263.327357372622,0.00115354122467994,0.770677016305825,0.759366436520237,0.781626949857564,732.873686919812,0.00021188095508909,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.94265,0.8,0.95,281.702749944684,0.00183099638313741,0.4989,0.5,0.5,196.553683346946,0.000523392427163091,20,20,18.874,1,1,0.9437,1,1,1,0,0,0,0.994358281347642,0.984564690103834,0.998961605507658,0.121466851060805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221140042317201,0.220430107526882,0.221155621192542,1197.832,5416.618,1000,0.508399483108732,2754,1,"SST",0,0,NA,0,0,NA,-4.77560879164048,3.7563411521249,1.27134586509508,9.55121758328096,7.51268230424981,1.27134586509508,-1.0731062413679,1.37233718397438,0.781955232212036,2.14621248273579,2.74467436794875,0.781955232212036,3.70250255027258,4.02836147322885,0.9191088175374,-7.40500510054517,8.05672294645769,0.9191088175374,2,1,"dense",1,0.1,"GAMMA"
"SST","DC-SBM",NA,6,6,6,6,6,"easy",4,1,0.7,0.0225,3,14,"14;9;8;10;16;3",4,1,0,-5415.87806057348,47.0461023747273,92.019807659193,3.49644809462409,10831.756121147,94.0922047494546,0.000564971751412429,1,1.20492913180533,0.0912444867181046,1770,65.4170000000001,1011,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.9883125,0.9496875,1,1000,0.000755441450766064,1,1,1,0,NA,1,1,1,0,NA,0.996722222222222,0.944444444444444,1,341.556333042569,0.000708654251806124,0.530486842105263,0.5,0.625,371.583605240756,0.0012588899942995,0.771135511931241,0.757876688502162,0.783369388493375,1000,0.000207287686684139,0.9952,1,1,1000.00000000002,0.000968451288345407,0.98355,0.89875,1,999.999999999982,0.00120555002005345,1,1,1,0,NA,1,1,1,0,NA,0.9354,0.8,0.95,295.591603722172,0.00238651158896723,0.49705,0.45,0.5,341.556333042569,0.000637788826625511,19.904,20,18.767,0.9952,1,0.93835,1,1,1,0,0,0,0.98445252425583,0.963634280309384,0.995993173929392,0.429638287085894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221127008627012,0.220430107526882,0.221383879278616,1197.773,5416.669,1000,0.508399483108732,2754,2,"SST",-3.70250255027258,4.02836147322885,0.9191088175374,7.40500510054517,8.05672294645769,0.9191088175374,-4.77560879164048,3.7563411521249,1.27134586509508,9.55121758328096,7.51268230424981,1.27134586509508,-1.0731062413679,1.37233718397438,0.781955232212036,2.14621248273579,2.74467436794875,0.781955232212036,3.70250255027258,4.02836147322885,0.9191088175374,-7.40500510054517,8.05672294645769,0.9191088175374,2,1,"dense",1,0.1,"GAMMA"
"WST","WST",NA,8,4,4.746,2,7,"hard",1.4,0.2025,0.45,0.0225,3,179,"3;11;3;3;4;10;20;6",1.4,0.753784033746137,1.89757049003468,-3986.84019673885,49.4172726204932,186.803614983573,8.37870221462251,7973.68039347771,98.8345452409865,0.00677966101694915,12,1.3818267896517,0.21762886954293,1770,258.709,1010,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.367063492063492,0,1,198.005232714546,0.0217665278802465,0.964192708333333,0.5,1,255.999999999999,0.00729847936146659,0.419596354166667,0,1,73.9342387371646,0.033762452581796,0.739789196310935,0,1,243.085209643959,0.0204948685065854,0.389328063241107,0,1,253,0.0223736789231957,0.615333939500053,0.558308743462934,0.703247056171208,46.5729745818984,0.00551278419027905,0.769305019305019,0.1125,1,259,0.0173666173147569,0.280888030888031,0,0.75,85.4783255463727,0.0271473547949134,0.745173745173745,0.25,1,100.640971686306,0.0284770822943689,0.316602316602317,0,0.75,53.6134282933906,0.0319992896860176,0.435328185328185,0,1,259,0.0155242446355403,0.233590733590734,0,0.75,259,0.014275558654459,3.07722007722008,3.07335907335907,2.34362934362934,0.769305019305019,0.768339768339768,0.585907335907336,1,1,1,0,0,0,0.855789340468983,0.616450807989698,0.985062817940897,1.15378883300145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40664612621967,0.37336705171227,0.435334225941057,579.411646586345,1417.38554216867,259,0.422077922077922,390,3,"DC-SBM",-7.92206551400159,6.00868876999201,1.31843498927173,15.8441310280032,12.017377539984,1.31843498927173,-2.69673375978437,3.38534551938549,0.796590405423041,5.39346751956873,6.77069103877099,0.796590405423041,-7.92206551400159,6.00868876999201,1.31843498927173,15.8441310280032,12.017377539984,1.31843498927173,-5.22533175421722,6.40569268221358,0.815732507543827,10.4506635084344,12.8113853644272,0.815732507543827,2,0.45,"moderate",1,0.1,"GAMMA"
"WST","SST",NA,8,4,4.647,2,7,"hard",1.4,0.2025,0.45,0.0225,3,179,"3;11;3;3;4;10;20;6",1.4,0.752808640059587,1.83527616564579,-3984.14346297907,49.3109054738986,169.439524126377,7.40678106966879,7968.28692595814,98.6218109477971,0.00903954802259887,16,1.20411117929682,0.195698747646489,1770,877.492,1011,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.982651796778191,0.666666666666667,1,268.999999999999,0.00477139835988601,0.602850061957869,0,1,82.621561662687,0.0326365456738466,0.790540540540541,0,1,258.999999999999,0.0176356230241562,0.420849420849421,0,1,259,0.0227458212847695,0.610837434122566,0.56032443645603,0.668284991628267,78.8331754566692,0.00325616351267268,1,1,1,0,NA,1,1,1,0,NA,0.852022058823529,0.25,1,148.083349266623,0.021459990784786,0.520220588235294,0,1,143.922564756863,0.0235541460350111,0.435661764705882,0,1,532.985285269363,0.0105245918340707,0.231617647058824,0,0.75,323.311590017013,0.0119002793002176,4,3.45588235294118,2.25,1,0.863970588235294,0.5625,1,1,1,0,0,0,0.977012085428855,0.931031110497117,0.999204671575019,0.0900783758023987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410284994219895,0.377556858897688,0.437396936326897,586.471544715447,1422.87093495935,272,0.44537037037037,481,2,"DC-SBM",-5.22533175421722,6.40569268221358,0.815732507543827,10.4506635084344,12.8113853644272,0.815732507543827,-2.69673375978437,3.38534551938549,0.796590405423041,5.39346751956873,6.77069103877099,0.796590405423041,-7.92206551400159,6.00868876999201,1.31843498927173,15.8441310280032,12.017377539984,1.31843498927173,-5.22533175421722,6.40569268221358,0.815732507543827,10.4506635084344,12.8113853644272,0.815732507543827,2,0.45,"moderate",1,0.1,"GAMMA"
"WST","DC-SBM",NA,8,2,2,2,2,"hard",1.4,0.2025,0.45,0.0225,3,179,"3;11;3;3;4;10;20;6",1.4,0.643490170802449,2.36133529122556,-3978.91813122485,49.5468891362362,89.3826828596054,3.62237997998151,7957.83626244971,99.0937782724724,0.00903954802259887,16,1.17251936213301,0.116471176274203,1770,31.703,1012,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376254853025514,0.360678925035361,0.403981212175598,281.613,747.044,1000,0.639321074964639,452,1,"DC-SBM",0,0,NA,0,0,NA,-2.69673375978437,3.38534551938549,0.796590405423041,5.39346751956873,6.77069103877099,0.796590405423041,-7.92206551400159,6.00868876999201,1.31843498927173,15.8441310280032,12.017377539984,1.31843498927173,-5.22533175421722,6.40569268221358,0.815732507543827,10.4506635084344,12.8113853644272,0.815732507543827,2,0.45,"moderate",1,0.1,"GAMMA"
"WST","WST",NA,6,5,4.793,4,6,"easy",4,1,1.4,0.0625,3,132,"3;3;5;20;21;8",4,0.970418156900759,0.229189165408552,-5629.50101454458,44.4362708464372,105.965341034894,6.06542247502026,11259.0020290892,88.8725416928743,0.00847457627118644,15,1.73182485920263,0.0996583553567327,1770,395.793,1011,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.28367032967033,0,0.5,650.000000000001,0.00502851329329221,1,1,1,0,NA,0.296769230769231,0.1,0.4,382.624195197464,0.00694669321567725,0.956879731379731,0.857142857142857,1,95.7666046242258,0.00555907515704954,0.453919413919414,0.333333333333333,0.5,217.052763973672,0.00431430305391046,0.778525938282087,0.760475527777677,0.794886762948701,391.498063791178,0.000435633233429965,0.999538461538461,1,1,650,0.000461538461538462,0.283538461538462,0,0.5,650.000000000002,0.00503015949407981,1,1,1,0,NA,0.296769230769231,0.1,0.4,382.624195197464,0.00694669321567725,0.878153846153846,0.6,0.9,51.2315248514231,0.0114114848203541,0.419538461538462,0.2,0.5,193.62117141958,0.00568543616148058,9.99538461538462,10,9.17846153846154,0.999538461538461,1,0.917846153846154,1,1,1,0,0,0,0.748390802427119,0.682986574565866,0.818389304519041,2.16365718836409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208115949746408,0.207451499118166,0.212720240653202,961.771,4621.186,650,0.424183848797251,1975,3,"DC-SBM",-16.8142961661006,4.05874241275469,4.14273547226384,33.6285923322012,8.11748482550937,4.14273547226384,-4.27324497574227,6.69001217059771,0.638749955422052,8.54648995148455,13.3800243411954,0.638749955422052,-16.8142961661006,4.05874241275469,4.14273547226384,33.6285923322012,8.11748482550937,4.14273547226384,-12.5410511903583,5.96206830077653,2.10347325083896,25.0821023807166,11.9241366015531,2.10347325083896,2,1,"dense",1,0.1,"GAMMA"
"WST","SST",NA,6,5,5.005,5,5,"easy",4,1,1.4,0.0625,3,132,"3;3;5;20;21;8",4,0.970418156900759,0.229189165408552,-5625.22776956884,43.8269801990691,81.9190381034625,3.84891385711182,11250.4555391377,87.6539603981383,0.00395480225988701,7,2.08836357608296,0.100442077749608,1770,1340.772,1012,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.360502512562814,0.1,0.4,995.000000000008,0.00313457092137748,0.975835925660046,0.9,1,994.99999999999,0.00138445405276469,0.440202600303103,0.4,0.5,793.232229936838,0.00172132222736602,0.794111857140066,0.782545085894791,0.805240819381721,835.60024532498,0.000202222192367311,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.360502512562814,0.1,0.4,995.000000000008,0.00313457092137748,0.896582914572864,0.9,0.9,777.131094752698,0.00116498255952313,0.406030150753769,0.4,0.5,863.744921511367,0.00179419177275125,10,10,9.20201005025126,1,1,0.920201005025126,1,1,1,0,0,0,0.828520070826065,0.806804490706539,0.86107850327245,1.58409195014743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208057754221972,0.207903780068729,0.208712613784135,968.568,4655.279,995,0.424183848797251,1975,2,"DC-SBM",-12.5410511903583,5.96206830077653,2.10347325083896,25.0821023807166,11.9241366015531,2.10347325083896,-4.27324497574227,6.69001217059771,0.638749955422052,8.54648995148455,13.3800243411954,0.638749955422052,-16.8142961661006,4.05874241275469,4.14273547226384,33.6285923322012,8.11748482550937,4.14273547226384,-12.5410511903583,5.96206830077653,2.10347325083896,25.0821023807166,11.9241366015531,2.10347325083896,2,1,"dense",1,0.1,"GAMMA"
