gen_model,K_true,hierch,psi_mean,kappa_mean,n_reps,looic_WST,looic_SST,looic_DC,elpd_WST,elpd_SST,elpd_DC,pk_bad_WST,pk_bad_SST,pk_bad_DC,win_rate_WST,win_rate_SST,win_rate_DC,best_mean_looic,best_mean_model,ordered_best_model,ordered_best_looic,dloo_WST_minus_SST,dloo_WST_minus_DC,dloo_SST_minus_DC,dloo_ordered_best_minus_DC,correct_model,correct_looic,dloo_correct_minus_best,correct_is_best,ordered_beats_DC,WST_beats_SST,SST_beats_WST
WST,3,weak,0.2,3,3,10348.404774541497,10355.931350148947,10346.019822882934,-5174.202387270757,-5177.965675074467,-5173.00991144146,0.00489642184557439,0.005461393596986817,0.00376647834274953,0,0,1,10346.019822882934,DC-SBM,WST,10348.404774541497,-7.5265756074495584,2.3849516585632955,9.911527266012854,2.3849516585632955,WST,10348.404774541497,2.3849516585632955,FALSE,FALSE,TRUE,FALSE
WST,3,weak,0.2,6,3,12147.072351157,12454.3178963281,12143.477307430167,-6073.536175578493,-6227.15894816405,-6071.738653715083,0.005084745762711867,0.0184557438794727,0,0,0.3333333333333333,0.6666666666666666,12143.477307430167,DC-SBM,WST,12147.072351157,-307.2455451711012,3.595043726832955,310.84058889793414,3.595043726832955,WST,12147.072351157,3.595043726832955,FALSE,FALSE,TRUE,FALSE
WST,5,medium,0.7,0.75,3,5463.979084323103,5482.81092035854,5468.535013892953,-2731.9895421615565,-2741.40546017927,-2734.26750694648,0.0032015065913371,0.003954802259887007,0.03804143126177022,0.3333333333333333,0,0.6666666666666666,5463.979084323103,WST,WST,5463.979084323103,-18.831836035436936,-4.5559295698503774,14.275906465586559,-4.5559295698503774,WST,5463.979084323103,0,TRUE,TRUE,TRUE,FALSE
WST,5,medium,0.7,1.5,3,7765.459806768739,7780.171224189847,7761.131578921697,-3882.7299033843733,-3890.0856120949234,-3880.5657894608466,0.01148775894538606,0.018644067796610174,0.017702448210922764,0,0,1,7761.131578921697,DC-SBM,WST,7765.459806768739,-14.711417421107399,4.328227847042399,19.039645268149798,4.328227847042399,WST,7765.459806768739,4.328227847042399,FALSE,FALSE,TRUE,FALSE
WST,5,medium,0.7,3,3,10402.310968423442,10507.881891939849,10399.865712561941,-5201.155484211713,-5253.94094596993,-5199.932856280963,0.0033898305084745766,0.007344632768361589,0.0035781544256120535,0,0,1,10399.865712561941,DC-SBM,WST,10402.310968423442,-105.57092351640676,2.4452558615012094,108.01617937790797,2.4452558615012094,WST,10402.310968423442,2.4452558615012094,FALSE,FALSE,TRUE,FALSE
WST,5,medium,0.7,6,3,13495.0136523485,13577.5715783711,13492.123953284134,-6747.50682617426,-6788.7857891855565,-6746.061976642063,0.0030131826741996233,0.0016949152542372866,0.002448210922787193,0,0,1,13492.123953284134,DC-SBM,WST,13495.0136523485,-82.55792602260044,2.889699064366141,85.44762508696658,2.889699064366141,WST,13495.0136523485,2.889699064366141,FALSE,FALSE,TRUE,FALSE
WST,5,strong,1.3,0.75,3,4753.15763050653,4754.03723336733,4765.695756584297,-2376.578815253267,-2377.0186166836666,-2382.8478782921466,0.008097928436911492,0.0167608286252354,0.03992467043314503,0,0.3333333333333333,0.6666666666666666,4753.15763050653,WST,WST,4753.15763050653,-0.8796028608003326,-12.53812607776672,-11.658523216966387,-12.53812607776672,WST,4753.15763050653,0,TRUE,TRUE,TRUE,FALSE
WST,5,strong,1.3,1.5,3,7243.714094941427,7248.053935583107,7232.41580343836,-3621.85704747071,-3624.0269677915535,-3616.207901719177,0.006026365348399247,0.009604519774011293,3.766478342749534e-4,0,0,1,7232.41580343836,DC-SBM,WST,7243.714094941427,-4.339840641679984,11.298291503067048,15.638132144747033,11.298291503067048,WST,7243.714094941427,11.298291503067048,FALSE,FALSE,TRUE,FALSE
WST,5,strong,1.3,3,3,9622.091126351497,9638.559370592544,9617.842720427596,-4811.04556317575,-4819.27968529627,-4808.921360213797,0.0015065913370998136,0.0018832391713747634,0,0,0,1,9617.842720427596,DC-SBM,WST,9622.091126351497,-16.468244241046705,4.248405923901373,20.716650164948078,4.248405923901373,WST,9622.091126351497,4.248405923901373,FALSE,FALSE,TRUE,FALSE
WST,5,strong,1.3,6,3,12718.6711649127,12750.1187433375,12715.287078773867,-6359.33558245635,-6375.059371668744,-6357.643539386923,0,0,0,0,0,1,12715.287078773867,DC-SBM,WST,12718.6711649127,-31.447578424800668,3.384086138832572,34.83166456363324,3.384086138832572,WST,12718.6711649127,3.384086138832572,FALSE,FALSE,TRUE,FALSE
